question,link,title,answer
Will Tengah have a mall?,https://www.hdb.gov.sg/about-us/history/hdb-towns-your-home/tengah/tengah-districts,Tengah Districts - HDB,"A linear pedestrian mall which includes shops and a Residents' Network Centre. 
 A key feature of Park District will be Tengah's “car-free” town centre which will be integrated with the nearby Central Park. The neighbourhood centre will include a polyclinic and a “retail street” – a linear pedestrian mall which includes shops and a Residents' Network Centre."
How much is the boat ride to Pulau Ubin?,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/singapore-islands/pulau-ubin/,Things to do in Pulau Ubin - Visit Singapore Official Site,"S$3. 
 To get to this island sanctuary, take a bumboat from Changi Point Ferry Terminal, which will bring you to the Pulau Ubin jetty. The ride costs S$3, and takes roughly ten minutes."
Is Pulau Ubin worth?,https://thehoneycombers.com/singapore/guide-to-pulau-ubin/,Pulau Ubin guide: How to plan a perfect day trip - The Honeycombers,"It's worth heading over to Pulau Ubin. 
 It's worth heading over to Pulau Ubin, a rustic island located just off the East Coast of Singapore. It's home to Singapore's last authentic kampung (village) and one of the most unique cultural experiences you can enjoy beyond the city."
How long is the boat ride to Pulau Ubin?,https://www.klook.com/en-SG/blog/pulau-ubin-singapore/,"Pulau Ubin Singapore: What To Do, Getting There & More Tips ... - Klook","15-minute. 
 Pulau Ubin is just a short 15-minute boat ride away from the main island of Singapore. Head to Changi Point Ferry Terminal and board a bumboat headed for the island. The boats run from 7am to 7pm daily and each boat takes a maximum of 12 passengers."
Is Pulau Ubin worth visiting?,https://thehoneycombers.com/singapore/guide-to-pulau-ubin/,Pulau Ubin guide: How to plan a perfect day trip - The Honeycombers,"It's worth heading over to Pulau Ubin. 
 It's worth heading over to Pulau Ubin, a rustic island located just off the East Coast of Singapore. It's home to Singapore's last authentic kampung (village) and one of the most unique cultural experiences you can enjoy beyond the city."
Can we travel to Pulau Ketam?,https://www.malaysiavacationguide.com/pulau-ketam.html,Pulau Ketam Attractions - Malaysia Vacation Guide,"You will need to go to the jetty at Port Klang to take the ferry to the island. 
 You will need to go to the jetty at Port Klang to take the ferry to the island. The best way to go there is to take the KTM Komuter train and alight at Port Klang Station. From here, take a 5 minutes walk to the Jetty to Pulau Ketam and purchase the ferry ticket."
How to go Pulau Babi Besar from Singapore?,https://www.rome2rio.com/s/Pulau-Babi-Besar/Singapore,"Pulau Babi Besar to Singapore - 2 ways to travel via ferry, and bus","Ferry and bus via Johor Larkin Terminal. 
 The best way to get from Pulau Babi Besar to Singapore without a car is to ferry and bus via Johor Larkin Terminal which takes 4h 2m and costs RM 72 - RM 76. How long does it take to get from Pulau Babi Besar to Singapore? It takes approximately 3h 51m to get from Pulau Babi Besar to Singapore, including transfers."
Can you drive to Pulau Ketam?,https://www.malaysia-traveller.com/pulau-ketam.html,Pulau Ketam (Crab Island) - Malaysia- 2022 Ferry Prices and ...,"There are no roads or cars. 
 There are two settlements on the island, Pulau Ketam village and Sungai Lima village. There are no roads or cars and the only way to get around is by boat or walking/cycling on the narrow wooden or concrete boardwalks within the village."
Why is Langkawi Islands popular?,"https://panoramalangkawi.com/8-reasons-to-visit-langkawi-malaysia-langkawi-attraction/#:~:text=Langkawi%20isn't%20just%20beaches,rainforests%20and%20forest%20valleys%20too.","8 Reasons to Visit Langkawi, Malaysia","It has a diverse landscape, boasting mountains, mangrove forests, waterfalls, and other stunning natural wonders. 
 Langkawi isn't just beaches and delicious food! It has a diverse landscape, boasting mountains, mangrove forests, waterfalls, and other stunning natural wonders. You can experience tropical rainforests and forest valleys too."
Why is Langkawi Island famous?,https://traveltriangle.com/blog/langkawi-island/,A Complete Guide For A Trip To Langkawi Island In 2022,"Surreal beauty, lush green environs and pristine beaches. 
 Langkawi, an archipelago of 99 islands, is a part of Malaysia. What is famous in Langkawi? A picturesque island, Langkawi is known for its surreal beauty, lush green environs and pristine beaches. It is one of the top travel destinations in Asia."
How popular is Langkawi?,https://www.businesstoday.com.my/2022/10/12/langkawi-voted-4th-best-island-to-visit-in-asia/,Langkawi Voted 4th Best Island To Visit In Asia | BusinessToday,"One of the Best Islands in Southeast Asia. 
 Langkawi and its cluster of 99 islands have been awarded Asia's Best Awards 2022 for being one of the Best Islands in Southeast Asia. This tropical gem that is a top attraction in Malaysia is known for its mangroves rich with flora and fauna, unique culinary scene, duty-free shopping outlets,…"
What is good about Langkawi?,https://www.paradise101.com/10-reasons-you-need-to-visit-langkawi/,10 Reasons You Need To Visit Langkawi - Paradise 101,"Home to an abundance of extraordinary wildlife including 200 bird species and an assortment of monkeys. 
 Langkawi is home to an abundance of extraordinary wildlife including 200 bird species and an assortment of monkeys. In their famous wildlife park, you will find over 150 different species of animals and birds from all over the world including South East Asia, Africa, South America, Australia, Russia and Malaysia."
How would you describe Langkawi?,https://www.hotels.com/go/malaysia/langkawi,Langkawi - What you need to know before you go - Hotels.com,"An archipelago made up of 99 islands on the west coast of Malaysia. 
 Langkawi is an archipelago made up of 99 islands on the west coast of Malaysia. Surrounded by the Andaman Sea, the main island offers a mixture of picturesque paddy fields, jungle-clad hills, and tranquil waterfalls. The expansive shoreline is fringed by powder-fine sand and swaying coconut trees."
What food is Langkawi famous for?,https://www.hotels.com/go/malaysia/best-malay-dishes-langkawi,10 Best Malay Dishes from Langkawi - Hotels.com,"Famous Malay Food Locals Love to Eat in Langkawi. 
 Nasi tomato, Ikan bakar (broiled fish), Pajeri nenas (pineapple curry), Nasi lemak, Beef rendang, Gulai ikan talang masin (salted fish curry), Ayam masak merah (chicken in spiced tomato sauce), Assam pedas (Spanish mackerel in spicy stew) ..."
Is Langkawi good for a holiday?,https://www.klook.com/en-MY/blog/langkawi-travel-guide/,Complete Langkawi Travel Guide: Plan A Perfect Trip To Malaysia's ...,"Langkawi is a popular getaway destination in Malaysia, perfect for a vacation with family or friends. 
 Also known as the Jewel of Kedah, Langkawi is a popular getaway destination in Malaysia, perfect for a vacation with family or friends! Made up of 99 islands on the northwestern coast of Malaysia, this sunny tropical paradise is a charming spot for an exciting getaway."
Why Langkawi is the best place?,https://www.hotels.com/go/malaysia/best-things-to-do-langkawi,10 Best Things to Do in Langkawi - Hotels.com,"Great food, excellent diving opportunities, exciting nightlife, and duty-free shopping. 
 On one of Malaysia's most well-known island, you can also enjoy great food, excellent diving opportunities, exciting nightlife, and duty-free shopping. Langkawi's pristine beaches – Datai Bay, Pantai Cenang, and Tanjung Rhu – are rated among the best in the world."
How many tourists visit Langkawi?,https://www.nst.com.my/news/nation/2022/10/837018/langkawi-track-hit-tourist-arrival-target-year,Langkawi on track to hit tourist arrival target this year - New Straits Times,"2.5 million. 
 LANGKAWI: The popular tourist destination is on track to record 2.5 million tourist arrivals this year. This was after it attracted 1.8 million inbound visitors between January and September of this year."
Why is Langkawi a duty-free island?,https://www.havehalalwilltravel.com/best-duty-free-shops-langkawi,5 Best Duty-Free Shops In Langkawi (2021) - Have Halal Will Travel,"As part of the Malaysian government's initiative to drive more tourists to this scenic island off the coast of Kedah. 
 As part of the Malaysian government's initiative to drive more tourists to this scenic island off the coast of Kedah, Langkawi was granted a duty free status since 1987, which means items like chocolates, fragrances, clothes, kitchenware and more items are slightly cheaper compared to regular stores."
What makes Malaysia so special and unique?,https://www.travelweekly.com.au/article/this-is-what-makes-malaysia-truly-unique/,This is what makes Malaysia truly unique - Travel Weekly,"Fascinating people, a broad range of attractions, and a vast array of cuisines inherited from its three major cultures: the Malays, Chinese and Indians. 
 Malaysia is a country with fascinating people, a broad range of attractions, and a vast array of cuisines inherited from its three major cultures: the Malays, Chinese and Indians. Standout dishes – and foods that cannot be missed on a trip to the nation – include Malaysia's national dish, Nasi Lemak."
What does Langkawi mean in English?,https://en.wikipedia.org/wiki/Langkawi,Langkawi - Wikipedia,"Island of the reddish-brown eagle. 
 According to one interpretation, Langkawi means island of the reddish-brown eagle, a Brahminy kite in colloquial Malay. The Malay word for eagle is helang (colloquially shortened to lang), and kawi is a red stone used as a chalk to mark goods."
Are the beaches in Langkawi nice?,https://www.klook.com/en-MY/blog/best-beaches-langkawi-malaysia/,"9 Best Beaches In Langkawi, Malaysia: From Bustling Beaches To ... - Klook","Langkawi is the perfect beach getaway destination in Malaysia. 
 Known as the Jewel of Kedah, Langkawi is the perfect beach getaway destination in Malaysia. Made up of 99 islands on the northwestern coast of Malaysia, this sunny tropical paradise is filled with jungle-clad hills, sandy beaches, duty-free chocolate, swaying coconut trees, and beautiful sunsets."
What is the legend of Langkawi?,https://junglewalla.com/langkawi-history-lifestyle/,Langkawi History and Lifestyle,"Cursed by Princess Mahsuri who was condemned to death in 1355 for adultery. 
 “Lang” for short and in old Malay, “kawi” denotes reddish brown; hence, Langkawi simply means reddish brown eagle Langkawi steeped in legends was cursed by Princess Mahsuri who was condemned to death in 1355 for adultery. Her dying curse was that the island would remain barren for seven generations."
How did Langkawi get its name?,https://bontonresort.com/the-guide/about-langkawi/,About Langkawi - Bon Ton Resort,"Langkawi means island of the reddish-brown eagle in colloquial Malay. 
 There are many suggestions for the origin of the name of Langkawi. According to one interpretation, Langkawi means island of the reddish-brown eagle in colloquial Malay. The Malay word for eagle is helang – which is shortened to “lang”, while kawi is the name of a red stone used as a chalk to mark goods."
When should I go to Langkawi?,https://www.audleytravel.com/malaysia/places-to-go/langkawi,"Visit Langkawi, Malaysia | Tailor-Made Langkawi Trips","November to April. 
 November to April is the best time to visit Langkawi, as this is when Malaysia's west coast receives the most sunshine and the least rain. Winds begin to pick up in May, and there's more chance of thunderstorms. In June and July you may experience short, sharp showers."
Why Langkawi is the best place?,https://www.hotels.com/go/malaysia/best-things-to-do-langkawi,10 Best Things to Do in Langkawi - Hotels.com,"Great food, excellent diving opportunities, exciting nightlife, and duty-free shopping. 
 On one of Malaysia's most well-known island, you can also enjoy great food, excellent diving opportunities, exciting nightlife, and duty-free shopping. Langkawi's pristine beaches – Datai Bay, Pantai Cenang, and Tanjung Rhu – are rated among the best in the world."
What is the legend of Langkawi?,https://junglewalla.com/langkawi-history-lifestyle/,Langkawi History and Lifestyle,"Cursed by Princess Mahsuri who was condemned to death in 1355 for adultery. 
 “Lang” for short and in old Malay, “kawi” denotes reddish brown; hence, Langkawi simply means reddish brown eagle Langkawi steeped in legends was cursed by Princess Mahsuri who was condemned to death in 1355 for adultery. Her dying curse was that the island would remain barren for seven generations."
Why is the Langkawi Sky Bridge famous?,https://viatravelers.com/langkawi-sky-bridge/,Langkawi Sky Bridge - Taking Malaysia to New Heights,"Suspended high in the sky, it offers stunning views over the surrounding landscape and islands. 
 The Langkawi Sky Bridge is a spectacular new attraction that has put Malaysia firmly on the map. Suspended high in the sky, it offers stunning views over the surrounding landscape and islands. This amazing 125-meter curved pedestrian bridge is located on Langkawi Island in Malaysia."
Is Langkawi famous for chocolate?,https://www.myholidays.com/blog/shopping-in-langkawi-malaysia/,Shopping In Langkawi: Best Markets And Things To Buy - Myholidays,"The local area of Langkawi is rich in cocoa production resulting in making chocolate shopping a thing. 
 Chocolate The local area of Langkawi is rich in cocoa production resulting in making chocolate shopping a thing. According to the locals, Beryl's and Vochelle are the best ones and are highly recommended. You can also try out the branded chocolates likes Hershey's, Rittersport, Ferrero, Pepero, and others."
Why is Pangkor Islands popular?,"https://pangkorislandtourism.com/#:~:text=Pangkor%20Island%20(Pulau%20Pangkor)%20is%20famous%20for%20its%20fine%20beaches,attractive%20beaches%20on%20the%20island.","Pangkor Island / Pulau Pangkor - Beaches, Resort And ...","Famous for its fine beaches and a mix of low-budget to 5-star accommodations. 
 Pangkor Island (Pulau Pangkor) is famous for its fine beaches and a mix of low-budget to 5-star accommodations. Teluk Nipah, Coral Bay, and Pasir Bogak are some of the most attractive beaches on the island."
Which is a popular beach of Pangkor Island?,https://www.wonderfulmalaysia.com/pangkor-island-malaysia.htm,Pangkor Island in Malaysia,"Pantai Pasir Bogak. 
 Beaches on Pangkor Island Pantai Pasir Bogak probably is the most popular beach on the island. Another great beach is Nipah beach at Teluk Nipah; where you can find clear waters."
When should I visit Pangkor?,https://www.holidify.com/places/pangkor-island/best-time-to-visit.html,Best Time To Visit Pangkor Island > Weather And Festivals - Holidify,"January to February. 
 The best time to visit Pangkor island is January to February with warm sunny days and cool nights. The temperatue during this time ranges from 22 degrees Celcius to 30 degrees Celcius. Another good time to visit Pangkor is from June to September."
How many islands are there in Pangkor?,https://www.peraktourism.com.my/about-pangkor-island.html,About Pangkor Island | Tourism Malaysia - Perak Tourism," The two islets in Pangkor Island are Pulau Mentagor and Pulau Giam, which are nicely fenced by the strikingly beautiful corals, fishes and sea cucumbers."
What is special about Pangkor Island?,https://pangkorislandtourism.com/attractions-in-pulau-pangkor/,Attractions / Things To Do / Place Of Interest In Pangkor Island,"Beautiful beach on the western coastline. 
 The main attraction on Pangkor Island (Pulau Pangkor) is the beautiful beach on the western coastline. The beaches have clear water and almost white sand. Pasir Bogak was the first-developed beach and thus the most popular on Pangkor Island. Pasir Bogak Beach is OK for swimming but gets crowded during the holidays."
What is the most remote beach in the world?,https://www.skyscanner.com/tips-and-inspiration/top-secluded-beaches,The Top Secluded Beaches in the World | Skyscanner US,"Smuggler's Cove in Greece. 
 Smuggler's Cove in Greece is often referred to Navagio Beach or Shipwreck Beach is without a doubt one of the most secluded beaches in the world. As the name implies, the beach which is located on the coast of Zakynthos was once used for smuggling contraband."
Is Pangkor good for snorkeling?,https://www.klook.com/en-MY/blog/pulau-pangkor-island-travel-guide/,"Pulau Pangkor Travel Guide 2022: Fun Things To Do, Best Resorts ...","They're still clean and clear enough for swimming and snorkeling. 
 While the waters of Pulau Pangkor aren't as beautiful as the ones along the East Coast, they're still clean and clear enough for swimming and snorkeling! They're also great for kids and non-swimmers due to the gentle waves and shallow waters."
How long is ferry ride to Pangkor?,https://www.malaysia-traveller.com/pangkor-island-ferry.html,"Pangkor Island Ferry - Schedule, 2022 Ticket Price and Location","30-45 minutes. 
 The journey takes 30-45 minutes depending on sea conditions, including a brief stop on the way at Sungai Pinang Kecil (SPK) which is a fishing village on Pangkor frequented mostly by locals rather than tourist or day-trippers."
Is Pangkor duty free for alcohol?,https://kopiandproperty.com/pulau-pangkor-duty-free/,Let's fly to Pulau Pangkor (duty-free island) - KopiandProperty.com,"Yes, it's now possible to buy all the liquor you like. 
 Yes, it's now possible to buy all the liquor you like just like how we have been doing when we go to Pulau Langkawi previously. Usually people would drive there but some may say the journey is just too long?"
How long does it take from KL to Pangkor?,https://www.trip.com/flights/kuala-lumpur-to-pangkor/airfares-kul-pkg/,Cheap Flights from Kuala Lumpur (KUL) to Pangkor (PKG) - Trip.com,"55 minutes. 
 It takes about 55 minutes to fly from Kuala Lumpur to Pangkor."
Can I bring my car to Pangkor?,https://gopangkorholiday.com/pangkor-transportation,Pangkor Transportation,"One cannot bring in their own car. 
 One cannot bring in their own car. The island is narrow and steep in certain area of the island. Most of the residents travel by motorbike, bicycle and cars. On arrival at the Pangkor ferry terminal, there are many pink taxis and motorbikes waiting to ferry you for a small fee."
How many hours KL to Pangkor?,https://www.pangkormalaysia.com/getting-to-pangkor/,Getting To Pangkor – Pulau PANGKOR Island MALAYSIA,"Around 4 hours. 
 Lumut jetty is an entry point to beautiful Pangkor Island Malaysia. If you are travel from Kuala Lumpur city of Malaysia by car the journey is approximately 270km and take around 4 hours."
Who owns Pangkor Laut Island?,https://www.pangkorlautresort.com/PDF/Press-Release/The_Chronicle_of_the_Private_Island_of_Pangkor_Laut.pdf,Press Release: The Chronicle of the Private Island of Pangkor Laut,"Tan Sri Dato' (Dr) Francis Yeoh. 
 Tan Sri Dato' (Dr) Francis Yeoh was determined to establish a world class resort on the island. This resulted in another construction phase of the resort at Royal Bay. Opened on 1 July 1993, the newly enhanced Pangkor Laut Resort with just 126 air-conditioned villas, may well be the most exotic luxury resort in Asia."
How many rooms does Pangkor Laut Resort have?,https://www.pangkorlautresort.com/PDF/Press-Release/Pangkor_Laut_Resort-One_Island_One_Resort.pdf,Pangkor Laut is a privately-owned island lo,"140 villas. 
 Here, one will find no other resorts and only pure luxury all encapsulated on a single private island. Of the island's 300 acres, only a fraction has been developed, housing a resort of 140 villas and eight Estates."
Is Pangkor Island affected by monsoon?,http://coralsandoceanicservices.weebly.com/the-weather.html,The Weather - Pangkor Island Malaysia - Weebly,"The Pangkor area suffers not much from the monsoon. 
 The monsoon suffers Malaysia from November until February. That said, the Pangkor area suffers not much from the monsoon. Pangkor weather is usually dry although humid the whole year around. The rest of the year it's dry season."
Why is Cola beach famous?,https://lbb.in/goa/travel-guide-cola-beach/,Here's A Complete Guide To Vacationing At Cola Beach - LBB,"One of the most beautiful beaches of Goa. 
 Hailed as one of the most beautiful beaches of Goa, Cola Beach is a tranquil paradise hidden from the prying eyes of tourists. Surrounded by the ocean, coconut palms and forested cliffs, Cola Beach is also home to an emerald green lagoon."
Why is Ora beach popular?,https://www.indonesia-tourism.com/maluku/ora_beach.html,"Ora Beach, One of popular destinations in Seram Island ...","This village is famous for its beaches and sea. 
 The waters are calm and clean. This tourism village has the same beauty with other islands in Indonesia. This village is famous for its beaches and sea. Most of the sea in the this village is still natural and well preserved."
Why is Poipu Beach famous?,https://poipubeach.org/beaches/poipu-beach/,Poipu Beach Kauai - Named best beach in America!,"Named America's Best Beach by The Travel Channel, ranking top among the 10 “best” beaches selected nationwide. 
 Poipu Beach was named America's Best Beach by The Travel Channel, ranking top among the 10 “best” beaches selected nationwide. This beach is a series of golden sand crescents, strung together where beach-goers will find snorkeling, swimming, a natural ocean wading pool, boogie-boarding and surfing."
Is Lido a nice beach?,https://www.lidokeyvacations.com/how-far-is-lido-beach-from-siesta-key/,Lido Key is Siesta Key's Gorgeous Neighbor!,"Some of the best beaches in the U.S.. 
 Lido Key is also walking distance from excellent restaurants, beautiful scenery and upscale boutiques in St. Armand's Circle. If you're spending some time in Sarasota, Lido Key and Siesta Key are must-sees. Both are home to some of the best beaches in the U.S., and they're just a short driving distance from each other."
Why is Tioman Islands popular?,"https://www.malaysia.travel/explore/tioman-island#:~:text=Apart%20from%20its%20diverse%20marine,Batang%20to%20the%20Monkey%20Bay.",Tioman Island - Malaysia.Travel,"Home to some unique and protected flora and fauna. 
 Apart from its diverse marine life, Tioman Island is also home to some unique and protected flora and fauna; hence, jungle trekking is also a popular activity there. One of the most popular treks in Tioman is the walk from Pantai Ayer Batang to the Monkey Bay."
Why Pulau Tioman is famous?,https://www.wonderfulmalaysia.com/tioman-island-malaysia.htm,Tioman Island in Malaysia,"Its wonderful diving and snorkeling possibilities. 
 The island is especially known for its wonderful diving and snorkeling possibilities. There are many resorts on the island, catering for every type of traveler. Tioman is a duty-free island, which means some items are much cheaper compared to prices at the mainland."
Is Tioman nice?,https://traveltriangle.com/blog/tioman-island/,Tioman Island: A Detailed Guide For A Perfect Holiday,"A very popular place among tourists and locals alike. 
 A beautiful village along the coast of Tioman, this bay offers picturesque beach views & gorgeous hilly rainforests. A very popular place among tourists and locals alike, it is home to beautiful beachfront restaurants and hotels as well."
What is the best time to visit Tioman?,https://www.goislands.com.sg/best-time-to-visit-tioman-island/,"Best Time To Visit Tioman Island (Includes Season, Rainfall And More)","May to September. 
 May to September is the best time to visit Tioman Island with plenty of sunshine and tolerable levels of humidity. In general, Tioman Island has a tropical (i.e. warm) climate throughout the year. The average temperature doesn't stray far from 30°C."
Is Pulau Tioman clean?,https://www.diveagainstdebris.org/action/pulau-tioman-underwater-clean,Pulau Tioman Underwater Clean-Up! | PADI AWARE,"It is now polluted with all sorts of rubbish. 
 Used to be known as one of the more popular diving spot in Malaysia, it is now polluted with all sorts of rubbish."
What is Mersing known for?,https://en.wikivoyage.org/wiki/Mersing,Mersing – Travel guide at Wikivoyage,"Passenger boat jetty where boats depart daily for numerous offshore islands. 
 It is a gateway to nature and traditional culture. Most tourists will use this town to get to Tioman Island. Mersing town is thus best known for its passenger boat jetty where boats depart daily for numerous offshore islands."
Are there sharks in Tioman?,https://blog.padi.com/diving-tioman-island-the-jewel-in-the-malaysian-crown/,Diving Tioman Island – The Jewel in the Malaysian Crown - PADI Blog,"Reef sharks are commonly spotted around the dive sites. 
 Reef sharks are commonly spotted around the dive sites, as are schools of batfish, passing eagle rays, and hunting great barracuda. If you are planning to dive in Tioman, here are six dive sites that you won't want to miss out on…."
Can you swim in Tioman Island?,https://tiomanislandresort.net/faq.html,"FAQ Minang Cove, Tioman Island, Malaysia","You can swim all day long with out fear of getting cold. 
 Water temperatures around Tioman are a constant 29 degrees Celsius. You can swim all day long with out fear of getting cold."
Which sea is Tioman Island in?,https://lkcnhm.nus.edu.sg/wp-content/uploads/sites/10/app/uploads/2017/04/s6rbz003-004.pdf,AN INTRODUCTION TO PULAU TIOMAN,"South China Sea. 
 Pulau Tioman is the largest island on the east coast of Peninsular Malaysia. It is located at the co-ordinates 2"" 35'N and 104"" 15'E in the South China Sea. This island is located 32 km from Mersing. Johor and 80 km from Kuala Rompin (Pahang)."
How many beaches are there in Tioman?,https://www.goislands.com.sg/best-beach-in-tioman-island/,11 Best Beach In Tioman Island: Don't Miss Out 10 & 11 In This List (2022),"More than one. 
 There's more than one secluded beach on Tioman Island! Each of the 11 beaches in this list has their own unique characteristics."
Can we fly to Tioman?,https://www.skyscanner.com.my/flights-to/tod/cheap-flights-to-tioman-airport.html,Cheap Flights to Tioman Airport from RM566 | Skyscanner Malaysia,"The only airline that flies to Tioman Island Airport is Berjaya Air. 
 Airlines that fly to Tioman Island Airport (TOD) The only airline that flies to Tioman Island Airport is Berjaya Air. Departing from Kuala Lumpur, the Dash-7 turboprop aircrafts that fly this route have 48 seats."
How long is the boat ride to Tioman?,https://www.goislands.com.sg/mersing-jetty-to-tioman-island/,How To Go To Tioman Island From Mersing Jetty (Step By Step Guide),"1.5 to 2 hours. 
 Bluewater Express Ferry utilizes high speed boats that take between 1.5 to 2 hours to reach Tioman Island. Depending on weather and tidal conditions, of course!"
Can I take my car to Tioman Island?,https://www.goislands.com.sg/kuala-lumpur-to-tioman-island/,How To Get To Tioman Island From Kuala Lumpur (Full Travel Info 2022),"Private Car Service. 
 You can drive there via different routes or take the bus from Kuala Lumpur straight to Mersing Jetty or Tanjung Gemok Jetty. Modes of transportation to Mersing Jetty/ Tanjung Gemok Jetty: Private Car Service."
Where is the cleanest beach in Malaysia?,https://www.shopback.my/blog/best-beaches-malaysia,Best Beaches in Malaysia For Your Best Lepak Vacation - ShopBack,"Pasir Panjang. 
 Pasir Panjang, also known as Long Beach, is a very wide sandy beach with one of the clearest beach waters in Malaysia. This beach is surrounded by white sand and resorts."
Is Tioman a marine park?,https://gokayu.com/malaysia/pahang/tioman-island/attraction/pulau-tioman-marine-park,Pulau Tioman Marine Park - Malaysia - Gokayu,"Marine Park. 
 Marine Park Tioman is covered in white sand, warm ocean water and rocks that harbors different sea creatures to make you want to come back for more!"
What is so special about Pulau Redang?,https://en.wikipedia.org/wiki/Redang_Island,Redang Island - Wikipedia,"Crystal clear waters and white sandy beaches. 
 Redang Island (Malay: Pulau Redang) is an island in Kuala Nerus District, Terengganu, Malaysia. It is one of the largest islands off the east coast of Peninsular Malaysia and as well as one of the most beautiful islands in the world. It is famous for its crystal clear waters and white sandy beaches."
What is Pulau Perhentian known for?,https://www.klook.com/en-MY/blog/pulau-perhentian-island-travel-guide/,"Pulau Perhentian Travel Guide 2022: Fun Things To Do, Best Resorts ...","Their pretty sunsets. 
 Pulau Perhentian is known for their pretty sunsets, which can be caught from many beaches and resorts across the island. Coral Bay on Perhentian Kecil is one of the best places to do so, so be sure to include sunset-watching on your trip itinerary! You can also book a hotel that offers sunset views."
How big is Pulau Tioman?,https://lkcnhm.nus.edu.sg/wp-content/uploads/sites/10/app/uploads/2017/04/s6rbz003-004.pdf,AN INTRODUCTION TO PULAU TIOMAN,"133.6 sq.. 
 Pulau Tioman belongs to the state of Pahang. The total land area of the island is about 133.6 sq. km or 13,360 ha. Large part of the island is covered by tropical rain forest with hilly topography, inland forest and small flat land areas along the coast."
Why did Batangas deserve to be visited?,https://guidetothephilippines.ph/articles/what-to-experience/best-batangas-tourist-spots,"12 Best Batangas Tourist Spots: Beaches, Islands, Mountains","Historical sites, distinct architecture, and outdoor attractions. 
 Batangas tourist spots include historical sites, distinct architecture, and outdoor attractions. The province is home to several gorgeous beaches near Manila, ranging from black to powdery white. It caters to outdoor adventures as it has farms, camping grounds, waterfalls, mountains, diving sites, and hiking trails."
Why is Bario popular?,"https://nomadtravel.wordpress.com/2015/08/15/bario/#:~:text=Bario%20is%20famous%20for%20its,products%20under%20Slow%20Food%20Foundation.",7 Great Reasons to visit Bario Sarawak,"Famous for its highland rice and sweet pineapples grown by the locals. 
 Bario is famous for its highland rice and sweet pineapples grown by the locals. The Bario rice particularly has been included as one of the “Ark of Taste” products under Slow Food Foundation."
What is Bario famous for?,https://sarawaktourism.com/PlaceDetail.aspx?pid=167&plat=3.735206000000000&plng=115.479305000000000,Bario Highlands - Sarawak Tourism Board,"Birthplace to the indigenous Kelabits. 
 Birthplace to the indigenous Kelabits, Bario is located in the heart of Borneo. The highland is home to many Kelabits still living in traditional longhouses located in the centre of the Bario Highlands."
What is Bario?,https://en.wikipedia.org/wiki/Bario,Bario - Wikipedia,"A community of 13 to 16 villages located on the Kelabit Highlands in Miri Division, Sarawak, Malaysia. 
 Bario is a community of 13 to 16 villages located on the Kelabit Highlands in Miri Division, Sarawak, Malaysia, lying at an altitude of 1000 m (3280 ft) above sea level. It is located close to the Sarawak-Kalimantan border, 178 km to the east of Miri. It is the main settlement for the indigenous Kelabit tribe."
What is Bario Rice?,https://www.fondazioneslowfood.com/en/ark-of-taste-slow-food/bario-rice/,Bario Rice - Arca del Gusto - Slow Food Foundation,"A medium grain rice, marble white in color. 
 Bario Rice is a medium grain rice, marble white in color. This variety is famous for its excellent sweet taste and slightly sticky texture, and is a favorite among Malaysian chefs that use it to prepare traditional recipes."
How to cook Bario rice?,https://dusun.com.my/product/bario-brown-rice-1kg/,Bario Brown Rice (1kg) – Dusun | Bringing Nature To You,"Cooking time is approximately 20 minutes. 
 Soaked for 4hrs to make perfect rice, ratio of grains to water should be at 1:1. If you've soaked grains for over 4 hours, 90% of water will be good enough. If you haven't soaked for at least 2 hours, add 100% water. Cooking time is approximately 20 minutes and pretty much depends on your rice cooker function."
How do I get to Bario?,https://www.balukootravel.com/bario-beauty-serenity-malaysian-borneo-highlands/,"Things to do in Bario (Sarawak, Malaysia) - Balukoo Travel Blog","Via flight. 
 The easiest way to Bario is via flight; all flights to Bario originate from Miri. These twice-daily flights are operated by MasWing (subsidiary of Malaysia Airlines) and fulfilled via 19-seater turboprop Twin Otter planes."
What country is bintulu in?,https://en.wikipedia.org/wiki/Bintulu,Bintulu - Wikipedia,"Malaysia. 
 With a population of 114,058 as of 2010, Bintulu is the capital of the Bintulu District of the Bintulu Division of Sarawak, Malaysia."
How do you spell Bario?,https://www.merriam-webster.com/dictionary/barrio,Barrio Definition & Meaning - Merriam-Webster,"Barrio. 
 “Barrio.” Merriam-Webster.com Dictionary, Merriam-Webster, https://www.merriam-webster.com/dictionary/barrio."
How do you describe a barrio?,https://en.wikipedia.org/wiki/Barrio,Barrio - Wikipedia," Barrio (Spanish pronunciation: [ˈbarjo]) is a Spanish word that means ""quarter"" or ""neighborhood"". In the modern Spanish language, it is generally defined as each area of a city, usually delimited by functional (e.g. residential, commercial, industrial, etc.), social, architectural or morphological features."
Is Bario Rice healthy?,https://www.facebook.com/ngogrocer/posts/have-you-heard-about-bario-ricebario-rice-has-earned-a-name-for-itself-because-o/2192517577445822/,Have you heard about BARIO RICE?... - NGO Grocer Malaysia,"Moderate glycemic index (GI) rice (range 55-69) which is believed to be capable in maintaining or slightly lowering human blood glucose. 
 🔰Bario rice are classified as moderate glycemic index (GI) rice (range 55-69) which is believed to be capable in maintaining or slightly lowering human blood glucose. Yup."
